# evals,fx,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
5.000000000000000000e+01,1.025839673135888397e+01,-7.843313023841915310e+00,-3.252738872105400958e+01,-2.660768641785280408e+01,-4.343637101352213392e+01,7.192173084156954133e+01,5.858433112241164054e+01,-1.456207409750123816e+01,2.551396742430249276e+01,-1.327552363944847968e+01,-1.060552992072307177e+01,-2.584805146768114525e+01,2.416334308544448106e+01,-3.386771376260196575e+01,-9.498608522839032275e+01,6.697282117575096549e+01,-1.435013806328115038e+00,1.952714043933379173e+01,-6.435704689371384291e+01,2.844320350105641637e+01,-4.818525286386113038e+01
1.000000000000000000e+02,9.855068590791622896e+00,5.172228209057695381e+01,2.932625515394332183e+01,-2.126333830723666551e+01,-3.861176054435376415e+01,-5.176102371659905543e+01,3.991298049620142763e+01,-1.179110946483118170e+02,7.987369348148462223e+00,-5.062255404983659446e+00,-6.160083677565602045e+01,-4.102218969040376351e+01,-4.605379475143294599e+01,5.431760659801758351e+01,5.730458260926766911e+00,7.118873402075394097e-01,1.701772109737244421e+01,-2.728317473896269973e+01,-6.637163880140235506e+00,1.453701572981000112e+00,-3.876917451642867718e+00
1.500000000000000000e+02,9.199215632215938854e+00,3.682631289900707827e+01,2.159683240031242235e+00,2.295613325617456724e+01,-2.870511298842588133e+01,-4.943447049184361219e+01,6.076525948967752555e+01,3.925318700085171031e+00,2.296017354322445669e+01,3.793487684486964895e+01,-8.653269906584668547e+01,2.315612150408398406e+00,-4.421892310374948920e+01,5.319237431855913911e+00,-6.373957387782411388e+00,1.155522117015054562e+01,3.825641052472794712e+01,-2.641903816737294619e+01,-3.714487289241128565e+01,7.343413044650290544e+01,-5.815820606787591629e+01
2.000000000000000000e+02,9.199215632215938854e+00,3.682631289900707827e+01,2.159683240031242235e+00,2.295613325617456724e+01,-2.870511298842588133e+01,-4.943447049184361219e+01,6.076525948967752555e+01,3.925318700085171031e+00,2.296017354322445669e+01,3.793487684486964895e+01,-8.653269906584668547e+01,2.315612150408398406e+00,-4.421892310374948920e+01,5.319237431855913911e+00,-6.373957387782411388e+00,1.155522117015054562e+01,3.825641052472794712e+01,-2.641903816737294619e+01,-3.714487289241128565e+01,7.343413044650290544e+01,-5.815820606787591629e+01
2.500000000000000000e+02,9.199215632215938854e+00,3.682631289900707827e+01,2.159683240031242235e+00,2.295613325617456724e+01,-2.870511298842588133e+01,-4.943447049184361219e+01,6.076525948967752555e+01,3.925318700085171031e+00,2.296017354322445669e+01,3.793487684486964895e+01,-8.653269906584668547e+01,2.315612150408398406e+00,-4.421892310374948920e+01,5.319237431855913911e+00,-6.373957387782411388e+00,1.155522117015054562e+01,3.825641052472794712e+01,-2.641903816737294619e+01,-3.714487289241128565e+01,7.343413044650290544e+01,-5.815820606787591629e+01
3.000000000000000000e+02,9.199215632215938854e+00,3.682631289900707827e+01,2.159683240031242235e+00,2.295613325617456724e+01,-2.870511298842588133e+01,-4.943447049184361219e+01,6.076525948967752555e+01,3.925318700085171031e+00,2.296017354322445669e+01,3.793487684486964895e+01,-8.653269906584668547e+01,2.315612150408398406e+00,-4.421892310374948920e+01,5.319237431855913911e+00,-6.373957387782411388e+00,1.155522117015054562e+01,3.825641052472794712e+01,-2.641903816737294619e+01,-3.714487289241128565e+01,7.343413044650290544e+01,-5.815820606787591629e+01
3.500000000000000000e+02,9.199215632215938854e+00,3.682631289900707827e+01,2.159683240031242235e+00,2.295613325617456724e+01,-2.870511298842588133e+01,-4.943447049184361219e+01,6.076525948967752555e+01,3.925318700085171031e+00,2.296017354322445669e+01,3.793487684486964895e+01,-8.653269906584668547e+01,2.315612150408398406e+00,-4.421892310374948920e+01,5.319237431855913911e+00,-6.373957387782411388e+00,1.155522117015054562e+01,3.825641052472794712e+01,-2.641903816737294619e+01,-3.714487289241128565e+01,7.343413044650290544e+01,-5.815820606787591629e+01
4.000000000000000000e+02,9.199215632215938854e+00,3.682631289900707827e+01,2.159683240031242235e+00,2.295613325617456724e+01,-2.870511298842588133e+01,-4.943447049184361219e+01,6.076525948967752555e+01,3.925318700085171031e+00,2.296017354322445669e+01,3.793487684486964895e+01,-8.653269906584668547e+01,2.315612150408398406e+00,-4.421892310374948920e+01,5.319237431855913911e+00,-6.373957387782411388e+00,1.155522117015054562e+01,3.825641052472794712e+01,-2.641903816737294619e+01,-3.714487289241128565e+01,7.343413044650290544e+01,-5.815820606787591629e+01
4.500000000000000000e+02,9.199215632215938854e+00,3.682631289900707827e+01,2.159683240031242235e+00,2.295613325617456724e+01,-2.870511298842588133e+01,-4.943447049184361219e+01,6.076525948967752555e+01,3.925318700085171031e+00,2.296017354322445669e+01,3.793487684486964895e+01,-8.653269906584668547e+01,2.315612150408398406e+00,-4.421892310374948920e+01,5.319237431855913911e+00,-6.373957387782411388e+00,1.155522117015054562e+01,3.825641052472794712e+01,-2.641903816737294619e+01,-3.714487289241128565e+01,7.343413044650290544e+01,-5.815820606787591629e+01
5.000000000000000000e+02,9.199215632215938854e+00,3.682631289900707827e+01,2.159683240031242235e+00,2.295613325617456724e+01,-2.870511298842588133e+01,-4.943447049184361219e+01,6.076525948967752555e+01,3.925318700085171031e+00,2.296017354322445669e+01,3.793487684486964895e+01,-8.653269906584668547e+01,2.315612150408398406e+00,-4.421892310374948920e+01,5.319237431855913911e+00,-6.373957387782411388e+00,1.155522117015054562e+01,3.825641052472794712e+01,-2.641903816737294619e+01,-3.714487289241128565e+01,7.343413044650290544e+01,-5.815820606787591629e+01
5.500000000000000000e+02,7.677812464173876528e+00,5.078611195399496125e+01,-1.639427481216902294e+01,4.344172075754858042e+01,2.731365478954842274e+01,-3.228951097997278907e+01,7.735199145495101902e-01,-7.112303822027090661e+00,2.865029348296427969e+01,6.420994307997935380e+01,-4.077477532362412660e+01,2.273518615300011447e+01,7.992248733536843019e+01,-9.899522164775046207e+00,4.930083289846886885e+01,-1.142056825425239275e+01,-1.435013806328115038e+00,3.139741070416728164e+01,-3.689126169638787189e+01,2.745329681251024567e+01,2.950023033768428604e+01
6.000000000000000000e+02,7.677812464173876528e+00,5.078611195399496125e+01,-1.639427481216902294e+01,4.344172075754858042e+01,2.731365478954842274e+01,-3.228951097997278907e+01,7.735199145495101902e-01,-7.112303822027090661e+00,2.865029348296427969e+01,6.420994307997935380e+01,-4.077477532362412660e+01,2.273518615300011447e+01,7.992248733536843019e+01,-9.899522164775046207e+00,4.930083289846886885e+01,-1.142056825425239275e+01,-1.435013806328115038e+00,3.139741070416728164e+01,-3.689126169638787189e+01,2.745329681251024567e+01,2.950023033768428604e+01
6.500000000000000000e+02,6.898177493666675986e+00,4.206604175260648049e+01,8.129924817599953002e+00,2.797964563829617646e+01,3.090840404152850596e+01,1.029583729663254132e+01,-2.165079460529212696e+01,4.410450567936825905e+01,1.296764925301922133e+01,1.899478515081543151e+01,-4.942457268477748045e+01,4.716108742528822972e+01,3.972860648057067579e+01,1.708136866894155403e+01,-3.042872045739130371e+01,9.633887536914933492e+00,-1.612508166735736381e+01,-9.263624894451805858e+01,-2.199238704862143834e+01,-5.823317400320675574e-01,9.414586264745821609e+00
7.000000000000000000e+02,6.828135899664180997e+00,6.805066836879158032e+00,-1.825318647116418447e+00,5.808110149199831795e+01,-5.166792190882998881e+01,4.466855719149791781e+01,-3.816641738645611781e+01,1.387559465575396445e+01,5.953346635079759608e+01,-5.818467137846377568e+01,2.086344215244825051e+01,3.514694128986602095e+01,-2.627507300050671901e+01,-4.129788538049012914e+00,2.194659526441245845e+01,8.400786091818112311e+00,-4.088666490524170882e+01,1.926677948778348082e+01,3.925195852811607011e+01,1.090781431848393623e+01,3.584378928351039661e+00
7.500000000000000000e+02,6.828135899664180997e+00,6.805066836879158032e+00,-1.825318647116418447e+00,5.808110149199831795e+01,-5.166792190882998881e+01,4.466855719149791781e+01,-3.816641738645611781e+01,1.387559465575396445e+01,5.953346635079759608e+01,-5.818467137846377568e+01,2.086344215244825051e+01,3.514694128986602095e+01,-2.627507300050671901e+01,-4.129788538049012914e+00,2.194659526441245845e+01,8.400786091818112311e+00,-4.088666490524170882e+01,1.926677948778348082e+01,3.925195852811607011e+01,1.090781431848393623e+01,3.584378928351039661e+00
