# evals,min,q25,med,q75,max,ave
50.0,27336.587628967813,34348.12094877687,37859.87130886734,41773.97079662935,48734.50597320525,37964.34242516754
100.0,19607.29563071805,29659.98037115462,32663.017799504363,35603.16434213065,41541.10626349153,32076.158830283875
150.0,18612.690361211822,23943.673286230936,26502.607739513893,28519.666575728214,38953.08252526415,26745.558761441036
200.0,16212.786067847537,20087.5009372976,22804.892274404465,25590.624233825292,31446.79664306716,22941.8308989932
250.0,13312.080976362808,18298.5565429773,20477.039489231138,22788.412715081708,27795.682193282944,20366.995545076017
300.0,9340.860289419448,17096.29142783516,18464.295885559193,19707.02970262846,23552.97938190936,18116.022194155128
350.0,9340.860289419448,13994.467381173079,17205.15157363445,19073.751037052687,20952.239978937763,16574.316941997557
400.0,9340.860289419448,13402.867860290498,14851.557958377085,17254.923197068205,19612.29573747475,14958.087332954601
450.0,6461.578539598616,11916.472876691227,13641.620765551312,14587.903512175719,19612.29573747475,13364.022416134894
500.0,6461.578539598616,9646.574382257211,11841.033039431917,13707.000835052786,19156.16260255383,11608.636720146204
550.0,6461.578539598616,8901.331630668417,10658.542174460188,12152.446262194664,13871.549183353498,10409.91432314865
600.0,6101.8736310068725,7996.1438399377585,9862.177216894535,11461.443774176805,13871.549183353498,9801.663955454762
650.0,5817.113615014593,6931.998741100775,8844.884375124846,9559.5853799004,12354.912189201152,8594.539923898967
700.0,5345.061058848641,6743.2005691783415,7645.262093862095,9287.392576463955,12354.912189201152,8034.302441655832
750.0,4333.003924601081,6162.374357653813,7063.546466628462,7724.0565541972155,11353.647834734415,7204.8831955815585
800.0,3835.9318108119746,5057.415283579833,6262.370899622676,7390.077418320516,9424.168692680689,6261.4339787815825
850.0,3741.969477647589,4299.890823638154,5383.015669560179,6640.9375543242395,9424.168692680689,5621.260728262865
900.0,2738.314099302854,4217.231058259484,4833.671906655797,6341.509317154087,7891.782801517235,5116.078365513293
950.0,2738.314099302854,3719.8759446774748,4317.918902455076,4876.56693277697,7661.919677679725,4412.992664097234
1000.0,2512.0963109068084,3199.757651764866,4109.469160181456,4493.840307788832,6667.769637659709,3969.911773114355
1050.0,2262.982798617596,2859.799717113919,3297.6630058501237,4157.2261324412175,6510.082948476336,3601.0657669867715
1100.0,2210.6006568833764,2777.3703515344023,3231.8998207828636,3951.5974052816487,6510.082948476336,3445.6224765409115
1150.0,1705.392738780541,2605.093246522323,2932.8721953098975,3693.908559215123,5116.554335362705,3193.4099602450397
1200.0,1354.2565769692656,2361.081301130501,2697.844287897477,3293.922017192236,4491.22903575887,2785.6953289091025
1250.0,1354.2565769692656,1897.059895534589,2421.527101580315,2984.2318368834312,4227.656735839173,2489.7364848446286
1300.0,1354.2565769692656,1843.7073510625307,2078.870460271156,2854.3971080636475,3355.8108015184444,2292.299975348216
1350.0,1263.556777756052,1676.0377180906285,1954.473471134052,2325.8466283973567,3251.043257555638,2052.0064587177376
1400.0,1086.3808921235864,1516.089494391378,1814.7768328336701,2070.3958081461315,3065.0324344685228,1875.8712234020772
1450.0,911.5314853553537,1235.74363994684,1555.2977436262463,1976.3394927661584,2470.308731083106,1640.5025543164847
1500.0,832.4039057778432,1184.5693326916141,1386.3172054724414,1813.4547818378312,2397.0091434547853,1489.943033317051
1550.0,778.3945795931428,1050.2632811075268,1170.5122758912066,1516.0884530358219,2076.696641734557,1297.0072665476844
1600.0,778.3945795931428,961.7280111738819,1045.6354496342688,1217.393516418231,2076.3085084333693,1162.0467980388175
1650.0,659.9783599412808,881.4572375240533,998.3395194844727,1153.9444547315281,1900.5368310817692,1063.7508440009826
1700.0,584.2972252121015,784.7151949377255,972.7172469368913,1046.8172442113087,1536.011390608486,958.796400096949
1750.0,395.074598148882,730.4302675048901,825.0313399105848,979.5350516512818,1309.0572467885781,860.3789679065089
1800.0,395.074598148882,661.63696825022,790.5193310872235,937.4820879095912,1292.4538231571407,789.4579028978403
1850.0,395.074598148882,592.0405415765283,699.6909827531208,851.8749297829731,1292.4538231571407,726.8117308940165
1900.0,370.0576443248407,493.8663196018389,616.5820995644458,747.8394221692603,1029.5068506077873,640.9377548226156
1950.0,370.0576443248407,466.54479528762744,574.663328598996,666.9502282767562,1029.5068506077873,591.6925003254177
2000.0,276.41377000271905,410.7250898137558,471.11841727122703,614.7885567557305,861.7475719124952,525.4930997140524
2050.0,276.41377000271905,388.16863205565556,448.2404145620552,545.3608213223154,766.9366106442102,470.29336665644877
2100.0,276.41377000271905,346.04862148455385,406.45869016139943,510.2000747450335,729.1209264136334,436.28542774110923
2150.0,201.3653816529193,310.56707399537305,406.45869016139943,490.077423930389,729.1209264136334,416.58686894028654
2200.0,201.3653816529193,307.1828672622361,351.6840747802655,398.3853089117061,707.8985432463535,370.80412224871765
2250.0,158.2512542382116,278.96111173258936,326.4152783347116,388.3828564851477,693.120302841402,341.4643118769746
2300.0,158.2512542382116,238.610910926739,300.4622604304225,350.99095688181285,542.4263277978188,307.0136160730888
2350.0,149.62086016221903,224.68555432686554,271.4193948712269,317.2297220918289,427.1173658746666,268.3218679488486
2400.0,148.71647416955483,202.90028433228588,231.98694095342609,274.71146157643363,373.0951491767507,241.67887328715275
2450.0,85.56879471422825,167.33824799677004,209.32274031639207,237.36258676037045,338.37071398911183,209.76156701605333
2500.0,85.56879471422825,154.21971424179492,172.66612876717846,216.93942155473655,338.2314994027666,187.23269316177354
2550.0,85.56879471422825,131.9860136968332,166.2281315985324,190.33046530483927,312.03257932452925,173.18094694203012
2600.0,67.61735073034758,120.67799937886672,158.62410381937144,185.6792509832659,312.03257932452925,161.7193378937274
2650.0,67.40811863967537,116.44163169219965,141.44730754000992,178.75214354464313,286.91404661980323,148.643120298551
2700.0,50.250617549671105,101.95159983632911,141.44730754000992,173.85347508215347,260.2542130344323,139.2260007650755
2750.0,50.250617549671105,91.63267426865312,111.08754141907687,152.86399499725974,243.20649671552962,119.96770040543916
2800.0,50.250617549671105,91.63267426865312,107.12224308563734,123.68463407996263,164.25044353531774,107.51823695712442
2850.0,48.22294030372316,64.60419181455447,98.7911397075112,109.1299278792587,164.25044353531774,94.78906961158678
2900.0,48.22294030372316,64.60419181455447,84.50286188384275,104.9178391016899,158.4867334576393,88.22860672790421
2950.0,46.130195819418255,61.01519866094517,79.83041375793772,95.87805969858464,149.03753833248587,82.56459123276846
3000.0,31.422029689571634,55.17697866558268,68.2739681224676,88.5074042011088,138.30597765156153,75.26040036180017
3050.0,31.422029689571634,54.00040665072652,61.20514219022871,77.69165423640858,136.51954206350476,67.65205745694011
3100.0,27.343079389308357,47.706124970154555,58.21142709199258,65.59955753059498,136.51954206350476,62.00170170614639
3150.0,22.700473376762492,44.84351574398377,51.657895013772816,62.811351669122665,126.51283876014797,55.84043787962561
3200.0,22.700473376762492,40.84525053418716,46.63145616603936,59.309131311555255,117.32872525369866,51.16519795952441
3250.0,21.504267944528927,32.98210925266442,40.562271144942194,56.79386243680428,95.0132106956045,44.93234489037673
3300.0,17.231815757835356,30.336451566609348,39.16669597576001,48.52685195646198,71.56545822206225,40.49864849208758
3350.0,14.25273491048941,25.741251740258697,35.76538418942758,41.07420324394636,60.97575231383076,35.70860006619391
3400.0,14.25273491048941,24.91480407753839,29.784365961006863,38.647519686212384,58.42287116835697,32.18042130241537
3450.0,11.021081458905229,22.377510042960935,28.07424490948305,34.820039260772575,53.844619616966924,29.317050475647743
3500.0,11.021081458905229,18.918218568769362,24.96751921998802,30.179916804876463,50.64041918749471,25.175958373995535
3550.0,11.02037823358988,17.32034176095057,24.484578472898704,29.36430452574649,45.66979913339065,23.50271493532092
3600.0,10.41910119821586,14.599797081021542,21.36024449123494,26.662335838327042,44.74425154507636,21.406036381418343
3650.0,10.41910119821586,14.546046745165981,20.072875252676084,23.333556301275188,44.51248535995109,20.5486526009061
3700.0,5.994253424278004,13.356943409073624,17.57349879017285,21.023743698386923,44.51248535995109,18.290992087782772
3750.0,5.994253424278004,11.495590274610153,15.586618138655446,19.123031737535513,33.45212373375759,16.481430853337898
3800.0,5.994253424278004,10.013265810416978,12.77994963257019,17.14929561134167,26.961730498045664,14.034265199889663
3850.0,5.994253424278004,9.82278843508682,10.884660262130833,13.755459909868325,26.961730498045664,12.753806916523361
3900.0,5.976141833906627,8.796830241303601,10.626402760047153,11.55771387619177,25.74657982290868,11.517244020590745
3950.0,5.315998195411139,7.76422059411135,9.758893869751553,11.26899489789292,25.74657982290868,10.68611233309414
4000.0,4.2701682428759735,7.440564219301705,8.728743606023674,10.063689609363468,20.656621232634063,9.42421697676402
4050.0,4.2701682428759735,6.045274229709412,7.745075857135129,9.237840830650692,18.444802433562288,8.570195488055163
