# evals,trial1,trial2,trial3,trial4,trial5,trial6,trial7,trial8,trial9,trial10,trial11,trial12,trial13,trial14,trial15,trial16,trial17,trial18,trial19,trial20,trial21,trial22,trial23,trial24,trial25,trial26,trial27,trial28,trial29,trial30
50.0,10.080861663695476,10.59938648366154,9.858732000470328,10.895142804533485,10.86952126813915,12.464133053678717,10.832043640996519,10.689213486850456,8.733268608689356,10.641109644537538,10.27524873091591,11.328852235624163,10.04614510583924,10.258396731358884,8.499412723565577,11.462085583371449,10.362075316351236,9.109780862755956,12.43140350958176,9.54970749938451,12.355033231628232,8.94093691833048,12.596815972884349,12.027558864600106,10.895565776415454,9.946694153013134,9.095319790818897,11.286466581191473,11.352532599932369,11.742819806970601
100.0,8.94412996671778,10.59938648366154,9.858732000470328,10.895142804533485,10.86952126813915,9.016539108204675,10.832043640996519,10.254036571897876,8.733268608689356,10.641109644537538,10.27524873091591,11.328852235624163,10.04614510583924,10.258396731358884,8.499412723565577,11.462085583371449,10.362075316351236,8.796373603206577,12.43140350958176,9.54970749938451,12.355033231628232,8.94093691833048,11.006417829284093,12.027558864600106,10.895565776415454,9.946694153013134,9.095319790818897,11.286466581191473,11.352532599932369,11.742819806970601
150.0,8.94412996671778,10.59938648366154,9.858732000470328,10.895142804533485,10.86952126813915,9.016539108204675,10.832043640996519,10.254036571897876,8.733268608689356,10.641109644537538,10.27524873091591,11.328852235624163,10.04614510583924,10.258396731358884,8.499412723565577,11.462085583371449,10.362075316351236,8.796373603206577,7.980403130732568,7.439491052620518,12.355033231628232,8.94093691833048,11.006417829284093,12.027558864600106,10.046455523389849,9.946694153013134,9.095319790818897,11.286466581191473,10.571263396555869,11.742819806970601
200.0,8.94412996671778,10.59938648366154,9.858732000470328,10.895142804533485,10.86952126813915,9.016539108204675,9.296831258945176,10.254036571897876,8.055639240279824,10.641109644537538,10.27524873091591,11.328852235624163,10.04614510583924,10.258396731358884,8.499412723565577,11.462085583371449,10.362075316351236,8.796373603206577,7.980403130732568,7.439491052620518,8.421400352811727,8.94093691833048,11.006417829284093,12.027558864600106,8.730420897153431,9.946694153013134,9.095319790818897,11.286466581191473,8.33537620056629,11.742819806970601
250.0,8.94412996671778,10.59938648366154,9.858732000470328,10.895142804533485,10.86952126813915,8.343129628782524,9.296831258945176,10.132581331833457,8.055639240279824,10.641109644537538,10.27524873091591,10.877896745160863,10.04614510583924,10.116554035369983,8.499412723565577,11.462085583371449,10.362075316351236,8.796373603206577,7.184624635781899,7.439491052620518,8.421400352811727,8.94093691833048,11.006417829284093,11.012623517969711,7.635883941840007,9.946694153013134,9.095319790818897,11.286466581191473,8.33537620056629,10.987642418512063
300.0,8.94412996671778,8.887971244440719,9.858732000470328,10.895142804533485,9.54864875223302,8.343129628782524,7.356080565971451,9.358365583601598,8.055639240279824,10.285796090956705,10.27524873091591,8.34533148425991,10.04614510583924,8.268400577788505,8.499412723565577,11.462085583371449,10.362075316351236,8.796373603206577,7.184624635781899,7.439491052620518,8.421400352811727,8.94093691833048,11.006417829284093,11.012623517969711,7.635883941840007,8.99338319183632,9.095319790818897,11.286466581191473,8.33537620056629,9.835187248355025
350.0,8.94412996671778,8.887971244440719,7.678923021095525,9.410285962501758,9.464768826939965,8.343129628782524,7.356080565971451,9.358365583601598,8.055639240279824,10.285796090956705,10.27524873091591,6.634651098203996,10.04614510583924,8.268400577788505,8.499412723565577,11.462085583371449,9.510359983076558,6.80293527347926,7.184624635781899,7.439491052620518,8.421400352811727,8.94093691833048,11.006417829284093,11.012623517969711,7.635883941840007,8.99338319183632,9.095319790818897,8.596540216448616,6.746854154547753,9.835187248355025
400.0,8.94412996671778,8.887971244440719,7.678923021095525,9.410285962501758,9.464768826939965,8.343129628782524,7.356080565971451,9.358365583601598,8.055639240279824,10.285796090956705,9.316018511807233,6.33649077040786,10.04614510583924,8.268400577788505,7.918082742818677,6.628120785206288,8.97647044488447,6.80293527347926,7.184624635781899,7.439491052620518,8.421400352811727,8.94093691833048,11.006417829284093,11.012623517969711,7.635883941840007,7.125080648053611,9.095319790818897,8.596540216448616,6.746854154547753,9.835187248355025
450.0,7.995544327223169,8.887971244440719,7.678923021095525,9.410285962501758,9.464768826939965,8.343129628782524,7.356080565971451,9.358365583601598,8.021828431403993,7.718176843854965,9.316018511807233,6.33649077040786,10.04614510583924,7.061581526959645,7.918082742818677,6.628120785206288,8.97647044488447,6.80293527347926,4.763949875276944,7.05325174812263,6.748007753229941,7.27663414810369,8.361579114766894,10.555750191903511,7.635883941840007,7.125080648053611,9.095319790818897,8.596540216448616,6.746854154547753,9.835187248355025
500.0,7.995544327223169,8.887971244440719,7.678923021095525,8.92692939138428,7.743897170761128,8.343129628782524,7.356080565971451,9.358365583601598,8.021828431403993,7.718176843854965,8.902895500950995,6.33649077040786,10.04614510583924,7.061581526959645,7.918082742818677,6.628120785206288,8.97647044488447,6.80293527347926,4.763949875276944,7.05325174812263,6.748007753229941,7.27663414810369,8.361579114766894,8.450346742774137,7.635883941840007,7.125080648053611,9.095319790818897,8.596540216448616,6.746854154547753,9.835187248355025
550.0,5.266123953748123,8.887971244440719,7.678923021095525,6.539048324255621,5.4627003521008435,7.442046587063307,7.356080565971451,8.829387688773798,8.021828431403993,7.718176843854965,8.902895500950995,6.33649077040786,10.04614510583924,6.940198668700888,7.594729408058141,6.380881436050753,6.8387790739449965,6.80293527347926,4.582802099686945,6.980476921511984,6.748007753229941,7.27663414810369,8.361579114766894,8.450346742774137,7.635883941840007,7.125080648053611,9.095319790818897,8.596540216448616,6.746854154547753,9.835187248355025
