# evals,trial1,trial2,trial3,trial4,trial5,trial6,trial7,trial8,trial9,trial10,trial11,trial12,trial13,trial14,trial15,trial16,trial17,trial18,trial19,trial20,trial21,trial22,trial23,trial24,trial25,trial26,trial27,trial28,trial29,trial30
50.0,36323.44504171326,38397.54583586649,35434.93480055039,39578.1719477576,39478.087049713205,45856.53221353557,39328.140610509196,38756.677739226834,30932.98511261019,38564.372309074846,37100.99478561085,41314.30793668194,36184.59009695628,37033.58692309232,29997.561757195428,41848.33712986861,37448.29927322522,32439.023202724806,45725.61600060668,34198.832353844635,45420.13316881033,31763.751132570327,46387.25690575696,44110.898280140085,39582.26692954301,35786.9281462016,32381.279151869727,41145.883598378845,41410.21754941103,42971.27908926504
100.0,36323.44504171326,38397.54583586649,35434.93480055039,39578.1719477576,39478.087049713205,43294.50085167405,39328.140610509196,29068.983257692158,30932.98511261019,38564.372309074846,37100.99478561085,41021.24593050282,36184.59009695628,37033.58692309232,29997.561757195428,41848.33712986861,37448.29927322522,30514.04911753585,45725.61600060668,34198.832353844635,45420.13316881033,31763.751132570327,44302.37268389312,44110.898280140085,39582.26692954301,35786.9281462016,32381.279151869727,41145.883598378845,41410.21754941103,42971.27908926504
150.0,36323.44504171326,38397.54583586649,34293.77085437939,39578.1719477576,39478.087049713205,43294.50085167405,30128.515597507536,29068.983257692158,30932.98511261019,38564.372309074846,37100.99478561085,41021.24593050282,36184.59009695628,37033.58692309232,29597.361985548392,41848.33712986861,37448.29927322522,30514.04911753585,45725.61600060668,31693.627408263732,45420.13316881033,31763.751132570327,44302.37268389312,41752.227179671914,39582.26692954301,35786.9281462016,32381.279151869727,38849.592409852696,41410.21754941103,40165.55166628491
200.0,34021.00747143273,38397.54583586649,34293.77085437939,39578.1719477576,33569.4711415748,43294.50085167405,30128.515597507536,29068.983257692158,30932.98511261019,31494.694238730804,36676.136451270126,41021.24593050282,35864.153084462254,37033.58692309232,29597.361985548392,41848.33712986861,37448.29927322522,30514.04911753585,28151.339492923682,31693.627408263732,45420.13316881033,31763.751132570327,44302.37268389312,41337.978270940315,39582.26692954301,35786.9281462016,32381.279151869727,38849.592409852696,41410.21754941103,40165.55166628491
250.0,26216.43088489766,33493.178394645685,34293.77085437939,39578.1719477576,33569.4711415748,43294.50085167405,30128.515597507536,29068.983257692158,30932.98511261019,31494.694238730804,33345.5077795556,34871.59513606065,35864.153084462254,37033.58692309232,29597.361985548392,41848.33712986861,37448.29927322522,30514.04911753585,28151.339492923682,31693.627408263732,45420.13316881033,31763.751132570327,44302.37268389312,36779.61992701048,39582.26692954301,35786.9281462016,32381.279151869727,38849.592409852696,35055.746868524366,40165.55166628491
300.0,25771.204265849745,33493.178394645685,34293.77085437939,39578.1719477576,33569.4711415748,43294.50085167405,30128.515597507536,29068.983257692158,23757.305966705386,30590.980175219876,33037.12153512852,34871.59513606065,35864.153084462254,37033.58692309232,29597.361985548392,41848.33712986861,37448.29927322522,30514.04911753585,28151.339492923682,28809.431043843968,45420.13316881033,28487.088754253647,44302.37268389312,36779.61992701048,39582.26692954301,33171.74536577163,29531.926372201164,38849.592409852696,22808.715444430112,34658.54766431651
350.0,25771.204265849745,33493.178394645685,34293.77085437939,39578.1719477576,27234.49042403437,32329.593790168125,30128.515597507536,29068.983257692158,23757.305966705386,23807.22721099221,32338.21911231353,29736.599528625386,35864.153084462254,35642.18922321706,27388.331680892803,41472.09643880116,37448.29927322522,30514.04911753585,28151.339492923682,28809.431043843968,37599.954066345184,28487.088754253647,39224.97261838427,36779.61992701048,39582.26692954301,33171.74536577163,29220.995357710253,38849.592409852696,22808.715444430112,34658.54766431651
400.0,25771.204265849745,33493.178394645685,34293.77085437939,28506.340047200443,27234.49042403437,29798.99003091333,30128.515597507536,29068.983257692158,23757.305966705386,23807.22721099221,32301.68052917959,29736.599528625386,35864.153084462254,23772.798922266287,27388.331680892803,40763.352196502565,25480.329268377132,16566.067481411163,28151.339492923682,28809.431043843968,37599.954066345184,28487.088754253647,39224.97261838427,30325.17920864979,35957.86748570043,33171.74536577163,29220.995357710253,33623.04085926158,22808.715444430112,34658.54766431651
450.0,25771.204265849745,30858.62776642981,34293.77085437939,28506.340047200443,20823.16899278758,29798.99003091333,27318.584941553916,29068.983257692158,23757.305966705386,20629.60307643383,32301.68052917959,29736.599528625386,33811.02583842986,23772.798922266287,27388.331680892803,40472.37586593095,25480.329268377132,16566.067481411163,28151.339492923682,28809.431043843968,37599.954066345184,28487.088754253647,18962.66202445294,30325.17920864979,35957.86748570043,30669.52750170577,29220.995357710253,26417.474027724977,22808.715444430112,30904.508425840206
500.0,25771.204265849745,30728.403730053888,32526.126919486283,28506.340047200443,20823.16899278758,29798.99003091333,27318.584941553916,29068.983257692158,23757.305966705386,20629.60307643383,32301.68052917959,29736.599528625386,31018.194989070078,23772.798922266287,27388.331680892803,30735.66689587508,25480.329268377132,16566.067481411163,28151.339492923682,28809.431043843968,34471.176882940366,28487.088754253647,18962.66202445294,30325.17920864979,22065.1308547925,30669.52750170577,16932.293293036124,26417.474027724977,22808.715444430112,30904.508425840206
