# evals,min,q25,med,q75,max,ave
32700.0,1.6070240579003243e-12,9.51080544374007e-12,2.7166794887590187e-11,2.6390185992112363e-10,0.014779776779778177,0.0023002295870316416
32750.0,1.6070240579003243e-12,8.625061562015649e-12,2.389243133915126e-11,2.6390185992112363e-10,0.014779776779778177,0.002300228540842631
32800.0,1.6070240579003243e-12,7.0709453232700035e-12,2.359035283757863e-11,2.2496251701619272e-10,0.014779776779778177,0.0023002285383591807
32850.0,1.1760377812430031e-12,7.0709453232700035e-12,2.3467105737454567e-11,2.2441348875015883e-10,0.014779776775714435,0.0023002285377715015
32900.0,1.1760377812430031e-12,6.944811072245086e-12,2.3046915361148526e-11,1.7501245355061566e-10,0.014779776775714435,0.0023002284313621774
32950.0,1.1760377812430031e-12,6.511508749091326e-12,2.3046915361148526e-11,1.7501245355061566e-10,0.014779776775714435,0.0023002228867317746
33000.0,1.0362087072239912e-12,6.511508749091326e-12,2.3046915361148526e-11,1.7501245355061566e-10,0.014779776774206041,0.002300222453971891
33050.0,1.0362087072239912e-12,6.511508749091326e-12,2.1612983706364932e-11,1.7263764384375824e-10,0.014779776774206041,0.0023002210461594928
33100.0,1.0362087072239912e-12,5.871299912328319e-12,1.984322008503764e-11,1.707259627652969e-10,0.014779776774206041,0.0023002207238774757
33150.0,1.0362087072239912e-12,5.871299912328319e-12,1.8886707857706283e-11,1.6676393761630753e-10,0.014779776773459503,0.002300219384963597
33200.0,1.0362087072239912e-12,5.871299912328319e-12,1.6631609197672563e-11,1.6676393761630753e-10,0.014779776770489368,0.0023002193844435573
33250.0,1.0362087072239912e-12,5.8273928520647615e-12,1.6631609197672563e-11,1.6676393761630753e-10,0.014779776770489368,0.002300219088978144
33300.0,1.0308038387031354e-12,5.797739884708885e-12,1.3760087139324817e-11,1.324916311723236e-10,0.014779776770489368,0.0023002190860723997
33350.0,1.0308038387031354e-12,4.01231524169905e-12,1.3294518509837466e-11,1.0892535052973981e-10,0.014779776768648454,0.0023002170964646056
33400.0,1.0308038387031354e-12,3.885428675414618e-12,1.1551672832294951e-11,1.0892535052973981e-10,0.014779776768625403,0.002300215738703446
33450.0,8.372562049004909e-13,3.8626113745733786e-12,1.1450419445788599e-11,1.0892535052973981e-10,0.014779776768625403,0.002300214475345894
33500.0,7.097295604724005e-13,3.535895202965023e-12,1.0581940522730241e-11,1.0892535052973981e-10,0.014779776768625403,0.002300214150060718
33550.0,7.097295604724005e-13,3.535895202965023e-12,9.383998071384974e-12,1.0646112649807016e-10,0.014779776768625403,0.0023002129511399106
33600.0,7.097295604724005e-13,3.049990515609725e-12,9.179614054097863e-12,8.422046363513904e-11,0.014779776767176829,0.0023002129497277047
33650.0,5.180090520339327e-13,2.9441492647790414e-12,9.179614054097863e-12,8.422046363513904e-11,0.014779776766148773,0.002300211863709382
33700.0,5.180090520339327e-13,2.9441492647790414e-12,9.179614054097863e-12,8.422046363513904e-11,0.014779776766148773,0.002300211863565652
33750.0,5.180090520339327e-13,2.9441492647790414e-12,9.179614054097863e-12,8.422046363513904e-11,0.01477977676516524,0.002300210507611093
33800.0,5.180090520339327e-13,2.9441492647790414e-12,7.094502407425724e-12,8.414938112965341e-11,0.014779776763739493,0.0023002094835646173
33850.0,4.980771463928703e-13,2.576358457793803e-12,7.005248204693481e-12,8.414938112965341e-11,0.014779776763739493,0.002300205897649084
33900.0,4.980771463928703e-13,2.297548980660956e-12,7.005248204693481e-12,8.414938112965341e-11,0.014779776763739493,0.002300205897221961
33950.0,4.980771463928703e-13,2.174239592180102e-12,7.005248204693481e-12,7.991559817483835e-11,0.014779776763704941,0.0023002058968641594
34000.0,4.196256458808839e-13,2.174239592180102e-12,7.005248204693481e-12,7.548263215216393e-11,0.014779776762141185,0.0023002055036289645
34050.0,4.196256458808839e-13,2.174239592180102e-12,5.792450388838745e-12,6.106382634398021e-11,0.014779776762141185,0.0023002047782485963
34100.0,4.196256458808839e-13,1.790622169895599e-12,5.792450388838745e-12,6.106382634398021e-11,0.014779776762141185,0.0023002047779286864
34150.0,4.196256458808839e-13,1.5995312144722892e-12,4.913831164315631e-12,6.106382634398021e-11,0.014779776760756962,0.002300204554915659
34200.0,4.103271877056617e-13,1.5995312144722892e-12,4.913831164315631e-12,6.106382634398021e-11,0.014779776760756962,0.0023002045544208865
34250.0,4.103271877056617e-13,1.5995312144722892e-12,4.913831164315631e-12,5.116418822365538e-11,0.014779776760756962,0.002300203252212126
34300.0,3.57820852315371e-13,1.5995312144722892e-12,4.319238980075863e-12,5.116418822365538e-11,0.014779776760756962,0.0023002029797542164
34350.0,2.9750700570520933e-13,1.5284089794386263e-12,4.319238980075863e-12,5.111281174262089e-11,0.014779776760756962,0.0023002029796898274
34400.0,2.9750700570520933e-13,1.524321603636528e-12,4.319238980075863e-12,4.9158608922314357e-11,0.014779776760756962,0.0023002024862074527
34450.0,2.9750700570520933e-13,1.2335597438112092e-12,4.2727017741068065e-12,4.857146988246132e-11,0.014779776758814556,0.0023002022623988963
34500.0,2.1775864892078042e-13,1.1944427589353765e-12,4.2727017741068065e-12,3.891322525763802e-11,0.014779776758814556,0.002300202261905986
34550.0,2.1775864892078042e-13,1.1518843406263053e-12,3.514066289471533e-12,3.8394990665021115e-11,0.014779776758814556,0.0023002022616792225
34600.0,2.1775864892078042e-13,1.1223723694242325e-12,3.514066289471533e-12,3.8394990665021115e-11,0.014779776758814556,0.0023002022045031773
34650.0,2.1775864892078042e-13,1.043232541794992e-12,2.669566252986562e-12,3.666623666787501e-11,0.014779776757778444,0.0023002021356295778
34700.0,2.054943991164546e-13,9.499670064076253e-13,2.669566252986562e-12,3.5781170676149693e-11,0.014779776757778444,0.0023002021197572695
34750.0,2.054943991164546e-13,9.499670064076253e-13,2.436767871392358e-12,3.5010863731969854e-11,0.014779776757778444,0.0023002014665079325
34800.0,2.054943991164546e-13,9.499670064076253e-13,2.436767871392358e-12,2.875306655627284e-11,0.014779776757778444,0.0023002014660977255
34850.0,2.0259331931795342e-13,9.499670064076253e-13,2.236138832726776e-12,2.875306655627284e-11,0.014779776757778444,0.0023002008539344306
34900.0,2.0089341084894534e-13,9.499670064076253e-13,2.236138832726776e-12,2.875306655627284e-11,0.014779776757778444,0.00230020019093903
