# evals,min,q25,med,q75,max,ave
50.0,29997.561757195428,35886.34363389027,38660.52502415084,41386.24014622875,46387.25690575696,38563.397869077045
100.0,29997.561757195428,34507.85796552108,37922.922554545854,40865.830449245,45725.61600060668,37640.299715865636
150.0,25757.964126499435,32144.940748444686,37067.29085435158,39553.1507232465,45420.13316881033,36548.07942647676
200.0,25757.964126499435,31330.058606031598,35985.75912157894,39249.658364553616,44110.898280140085,35254.959978481274
250.0,24738.49883463824,30294.544925526243,35985.75912157894,39249.658364553616,41848.33712986861,34581.992864901054
300.0,24738.49883463824,29374.719176232604,31874.594027809297,36871.8936134472,41848.33712986861,32903.366519072086
350.0,22537.641389927554,27092.39762398979,31657.82089036997,33995.8480730214,41848.33712986861,31225.71125305661
400.0,21345.959238970638,25954.394526946428,30035.878039353833,33391.11557015312,40051.07179728416,30015.810857526954
450.0,15055.775203207937,24309.992655537255,27827.256259613812,32262.430815585823,38222.92602140665,28148.027696583318
500.0,15055.775203207937,24309.992655537255,27323.959036071683,31260.45816644099,36184.59009695628,27518.331941169577
550.0,14332.088429895506,23047.110967925393,25596.155908967376,29712.612955034783,36184.59009695628,25930.075326534796
600.0,14332.088429895506,22510.932988958968,25235.69283645317,29106.00807001607,33660.42499053297,25248.102094608385
650.0,14332.088429895506,21390.34245060886,23293.80418564701,27170.409213445633,33130.41595591546,23919.665134620038
700.0,14332.088429895506,17043.607537694003,20566.709837683764,23006.791767392995,30056.853670346958,20786.587805131025
750.0,14332.088429895506,16254.48642449583,18602.110366197685,22101.64999353471,28360.567122872617,19227.202587702777
800.0,13373.892866926968,16101.918475523966,18272.57048315194,20602.342792781325,24293.44621514467,18529.835973088946
850.0,12013.556617279677,15125.443539404274,17404.744398253497,19861.843448966567,23471.349744169995,17638.424379567336
900.0,11459.616526972402,15125.443539404274,17050.57031429855,19203.417013679402,23471.349744169995,17420.562530957544
950.0,11459.616526972402,14647.145792771018,16760.63348780164,19171.73249629915,22516.244200267538,17054.330499186173
1000.0,11459.616526972402,14014.611639542705,15474.555167594945,18321.881233226144,21183.5814087946,16043.390407068402
1050.0,9633.692989803436,12977.81966812992,14683.332012611987,17387.251404229468,20637.97574787889,15432.343199946023
1100.0,9633.692989803436,12732.404136966079,14675.441173618643,16690.325212876585,20495.44392748864,14771.559712039518
1150.0,9633.692989803436,12500.742731409136,13165.774093836222,16398.013131764703,20495.44392748864,14225.51623017652
1200.0,8932.415834488927,10960.697817236547,12368.780910028752,15814.840618354567,20495.44392748864,13122.367765150035
1250.0,8526.029723522537,10564.28127617803,11866.949834001001,13192.921293617339,18167.178444193734,12397.604177027788
1300.0,8526.029723522537,10166.693293083961,11357.306891919252,13144.246759328182,17055.761034972464,12023.86545051515
1350.0,7347.293657683151,9688.486742408455,11295.21607546333,12435.207215429773,16830.281986936996,11602.694077682514
1400.0,5194.054498123006,8973.755918309034,11295.21607546333,12336.226502446007,16830.281986936996,10824.04155727633
1450.0,5014.929785153297,8064.378251524724,9107.420141495135,11820.971221321211,16830.281986936996,9904.590476446314
1500.0,5014.929785153297,7696.867255920035,8742.78678066032,11625.853633984574,16830.281986936996,9445.613006185287
1550.0,5014.929785153297,7017.528741469004,8371.075756155791,11134.264787529499,14542.42809302254,8892.108364551264
1600.0,5014.929785153297,6268.188720984606,8125.943217079603,8747.866808396753,14542.42809302254,8267.850402262855
1650.0,5014.929785153297,6183.351034545771,7200.6482276239385,8610.379345235033,14202.553117251124,7863.0466209654
1700.0,5014.929785153297,6165.06534853668,7038.739742420212,8610.379345235033,12999.044598819231,7561.5808902106055
1750.0,5014.929785153297,5856.724414068848,6622.157336154916,8028.136307583107,11016.804359994707,7056.002830525001
1800.0,3900.9132597635244,5744.273724407419,6336.530670983078,7639.367161921701,11016.804359994707,6747.230585081617
1850.0,3900.9132597635244,5175.61294215966,6084.5304903546785,7639.367161921701,10961.158840013144,6422.666811632245
1900.0,3407.825099977106,4961.641507694457,5763.072998834254,7157.23504189632,10597.039101346234,6145.884557545481
1950.0,3319.7083923354485,4811.323504448871,5732.93555016374,7157.23504189632,9904.715574744101,5940.7426922125005
2000.0,3319.7083923354485,4514.524146269789,5694.139747284564,6570.520576856832,9904.715574744101,5719.772467510318
2050.0,3319.7083923354485,4514.524146269789,5589.217023197211,6570.520576856832,9251.9248643236,5680.508768763333
2100.0,3319.7083923354485,4396.777849202394,5145.512503802545,6145.28681558091,9251.9248643236,5362.651622433509
2150.0,2708.4678314846315,3941.6663030258796,4773.072507742291,5950.436585425856,9251.9248643236,4943.959367842087
2200.0,2547.324443747066,3672.354508078209,4348.807341972127,5205.654385599667,8532.725050355491,4606.650853450314
2250.0,2547.324443747066,3583.987799045837,4082.4395471999596,5186.027038018715,8532.725050355491,4501.799429749939
2300.0,2344.575295600605,3535.776527381276,3891.686211042002,5186.027038018715,8532.725050355491,4382.510839403232
2350.0,2344.575295600605,3255.9581578525494,3834.1933871086394,4997.445441677948,8532.725050355491,4180.939668288958
2400.0,2344.575295600605,3046.2054952998656,3605.909812563969,4744.315903149897,8532.725050355491,4029.267567060649
2450.0,1943.4469202466241,2833.2936272244524,3387.888793953781,3872.704705836304,8532.725050355491,3667.4328522260666
2500.0,1763.2349142166765,2550.917064193062,3223.9402079374513,3872.704705836304,7174.1853856516345,3485.0983129049578
2550.0,1763.2349142166765,2454.555649555623,3022.0046979796816,3809.2154444682833,5660.489301265696,3252.056279718257
2600.0,1763.2349142166765,2278.878401928485,2568.5730432624155,3484.0969339394333,5660.489301265696,2952.6699026154633
2650.0,1618.8225657754492,2121.3517653681465,2554.5096846390575,3352.0122432345133,5660.489301265696,2845.1802487797495
2700.0,1618.8225657754492,2049.298770559255,2464.9210947037436,3107.1654455239677,5660.489301265696,2742.799624658283
2750.0,1618.8225657754492,1964.593657531819,2432.0355684273854,3042.433858816378,5035.172446660128,2625.242627766335
2800.0,1525.3476265486947,1948.172505060173,2429.067688554249,2997.1686796936215,4706.297601344244,2535.9954059909855
2850.0,1343.5519450261427,1925.5156798802127,2287.190198525491,2538.410908588258,4073.943020469196,2351.732798980818
2900.0,1343.5519450261427,1713.8604680971955,2207.3785334127415,2536.9086828444756,3649.702731221878,2243.0125708976416
2950.0,1130.3780423216062,1669.882070257453,1959.387809098272,2340.8267501998234,3649.702731221878,2103.771215378063
3000.0,1130.3780423216062,1589.4354524579558,1849.2888165355794,2291.4459978398377,3383.182746880235,1999.81879261352
3050.0,1130.3780423216062,1533.4229169243279,1780.1479926828097,2175.11134986654,3383.182746880235,1928.8031726087895
3100.0,1130.3780423216062,1533.4229169243279,1715.5945203942574,1964.913585878166,3383.182746880235,1872.5721038379133
3150.0,707.0091640787891,1451.3495950962056,1613.6091930766047,1963.4328606768922,3346.648520398259,1753.6378880044028
3200.0,707.0091640787891,1373.9844637234871,1558.2633835365095,1744.6041114354225,2805.698479361168,1656.146597303319
